token_id,fold
fet-fragment01_12_10,7
fet-fragment01_12_13,0
fet-fragment01_12_15,7
fet-fragment01_12_18,1
fet-fragment01_12_19,5
fet-fragment01_12_21,2
fet-fragment01_12_24,2
fet-fragment01_13_7,5
fet-fragment01_13_10,0
fet-fragment01_13_11,3
fet-fragment01_13_18,7
fet-fragment01_13_21,0
fet-fragment01_13_25,9
fet-fragment01_13_32,7
fet-fragment01_13_33,5
fet-fragment01_14_2,0
fet-fragment01_14_4,5
fet-fragment01_14_7,3
fet-fragment01_14_8,2
fet-fragment01_15_5,0
fet-fragment01_15_10,5
fet-fragment01_15_11,1
fet-fragment01_15_14,4
fet-fragment01_15_16,2
fet-fragment01_15_19,1
fet-fragment01_15_24,3
fet-fragment01_15_25,0
fet-fragment01_15_27,7
fet-fragment01_16_5,2
fet-fragment01_16_8,5
fet-fragment01_16_11,1
fet-fragment01_16_16,5
fet-fragment01_17_3,2
fet-fragment01_17_6,6
fet-fragment01_17_8,2
fet-fragment01_17_9,0
fet-fragment01_17_10,2
fet-fragment01_17_12,3
fet-fragment01_17_15,6
fet-fragment01_17_17,6
fet-fragment01_17_19,8
fet-fragment01_17_21,6
fet-fragment01_17_23,0
fet-fragment01_18_2,0
fet-fragment01_18_5,2
fet-fragment01_18_6,3
fet-fragment01_18_9,2
fet-fragment01_18_11,5
fet-fragment01_18_18,5
fet-fragment01_18_20,2
fet-fragment01_18_22,8
fet-fragment01_18_30,8
fet-fragment01_18_32,6
fet-fragment01_18_34,3
fet-fragment01_18_39,7
fet-fragment01_18_40,3
fet-fragment01_19_2,9
fet-fragment01_19_5,7
fet-fragment01_19_6,2
fet-fragment01_19_7,3
fet-fragment01_19_8,2
fet-fragment01_19_12,1
fet-fragment01_19_14,0
fet-fragment01_19_15,8
fet-fragment01_19_18,2
fet-fragment01_19_19,4
fet-fragment01_19_22,1
fet-fragment01_19_23,7
fet-fragment01_19_25,2
fet-fragment01_19_26,6
fet-fragment01_19_27,9
fet-fragment01_19_29,6
fet-fragment01_19_31,7
fet-fragment01_19_32,1
fet-fragment01_19_33,2
fet-fragment01_19_34,8
fet-fragment01_19_37,7
fet-fragment01_19_38,6
fet-fragment01_19_39,8
fet-fragment01_19_40,2
fet-fragment01_20_3,5
fet-fragment01_20_4,4
fet-fragment01_20_6,5
fet-fragment01_20_7,4
fet-fragment01_20_10,4
fet-fragment01_20_12,7
fet-fragment01_20_15,0
fet-fragment01_20_16,6
fet-fragment01_20_17,4
fet-fragment01_21_5,7
fet-fragment01_21_9,0
fet-fragment01_21_13,4
fet-fragment01_21_14,4
fet-fragment01_21_17,9
fet-fragment01_21_19,7
fet-fragment01_21_20,3
fet-fragment01_21_22,6
fet-fragment01_21_25,3
fet-fragment01_21_26,2
fet-fragment01_21_28,7
fet-fragment01_21_31,7
fet-fragment01_21_32,5
fet-fragment01_21_33,5
fet-fragment01_21_35,8
fet-fragment01_21_36,7
fet-fragment01_21_38,9
fet-fragment01_21_41,9
fet-fragment01_21_42,5
fet-fragment01_21_43,0
fet-fragment01_21_46,6
fet-fragment01_21_49,0
fet-fragment01_21_52,7
fet-fragment01_21_53,1
fet-fragment01_22_2,4
fet-fragment01_22_5,8
fet-fragment01_22_9,5
fet-fragment01_22_11,5
fet-fragment01_22_13,7
fet-fragment01_22_14,4
fet-fragment01_22_17,8
fet-fragment01_22_18,8
fet-fragment01_22_23,5
fet-fragment01_22_24,1
fet-fragment01_22_27,8
fet-fragment01_22_31,1
fet-fragment01_22_32,5
fet-fragment01_22_36,5
fet-fragment01_22_37,2
fet-fragment01_22_38,0
fet-fragment01_22_41,6
fet-fragment01_22_44,6
fet-fragment01_22_46,6
fet-fragment01_23_1,4
fet-fragment01_23_3,5
fet-fragment01_23_4,7
fet-fragment01_23_6,7
fet-fragment01_23_14,4
fet-fragment01_23_15,9
fet-fragment01_23_20,4
fet-fragment01_23_21,9
fet-fragment01_23_24,9
fet-fragment01_23_28,9
fet-fragment01_23_31,0
fet-fragment01_23_33,0
fet-fragment01_23_34,2
fet-fragment01_23_37,0
fet-fragment01_23_40,7
fet-fragment01_23_41,2
fet-fragment01_23_44,8
fet-fragment01_23_45,0
fet-fragment01_23_47,5
fet-fragment01_23_48,6
fet-fragment01_23_49,2
fet-fragment01_23_52,4
fet-fragment01_23_54,6
fet-fragment01_25_1,4
fet-fragment01_25_8,6
fet-fragment01_26_1,4
fet-fragment01_26_2,9
fet-fragment01_26_3,6
fet-fragment01_26_6,9
fet-fragment01_26_7,5
fet-fragment01_26_12,9
fet-fragment01_26_15,9
fet-fragment01_26_17,2
fet-fragment01_26_20,2
fet-fragment01_26_22,7
fet-fragment01_27_1,9
fet-fragment01_27_2,2
fet-fragment01_27_4,2
fet-fragment01_27_6,1
fet-fragment01_27_8,7
fet-fragment01_28_2,5
fet-fragment01_28_3,1
fet-fragment01_28_7,3
fet-fragment01_28_9,6
fet-fragment01_28_14,3
fet-fragment01_28_15,6
fet-fragment01_28_21,4
fet-fragment01_28_24,8
fet-fragment01_28_26,6
fet-fragment01_28_30,7
fet-fragment01_28_32,4
fet-fragment01_28_33,6
fet-fragment01_28_36,6
fet-fragment01_28_37,5
fet-fragment01_28_41,9
fet-fragment01_28_43,1
fet-fragment01_28_46,0
fet-fragment01_28_48,3
fet-fragment01_28_49,7
fet-fragment01_28_50,0
fet-fragment01_28_52,1
fet-fragment01_28_53,0
fet-fragment01_29_3,3
fet-fragment01_29_5,1
fet-fragment01_29_6,3
fet-fragment01_29_8,3
fet-fragment01_29_9,0
fet-fragment01_29_12,0
fet-fragment01_29_15,6
fet-fragment01_30_2,7
fet-fragment01_30_3,3
fet-fragment01_30_4,6
fet-fragment01_30_7,8
fet-fragment01_31_3,2
fet-fragment01_31_5,9
fet-fragment01_31_8,7
fet-fragment01_31_11,0
fet-fragment01_31_15,3
fet-fragment01_31_16,0
fet-fragment01_31_22,9
fet-fragment01_32_2,5
fet-fragment01_32_3,0
fet-fragment01_32_5,4
fet-fragment01_32_7,0
fet-fragment01_32_9,8
fet-fragment01_32_11,6
fet-fragment01_32_13,8
fet-fragment01_32_15,6
fet-fragment01_33_1,0
fet-fragment01_33_2,2
fet-fragment01_33_6,5
fet-fragment01_33_8,8
fet-fragment01_33_12,5
fet-fragment01_33_14,2
fet-fragment01_33_17,2
fet-fragment01_34_1,9
fet-fragment01_35_2,3
fet-fragment01_35_3,4
fet-fragment01_35_4,0
fet-fragment01_35_5,5
fet-fragment01_35_8,0
fet-fragment01_35_13,1
fet-fragment01_35_16,7
fet-fragment01_35_18,2
fet-fragment01_36_3,0
fet-fragment01_36_5,0
fet-fragment01_36_6,0
fet-fragment01_36_8,7
fet-fragment01_36_12,0
fet-fragment01_36_14,3
fet-fragment01_36_15,3
fet-fragment01_36_18,4
fet-fragment01_36_19,9
fet-fragment01_36_23,0
fet-fragment01_36_24,4
fet-fragment01_36_27,0
fet-fragment01_36_29,0
fet-fragment01_36_34,9
fet-fragment01_36_36,0
fet-fragment01_36_42,7
fet-fragment01_36_44,4
fet-fragment01_36_47,1
fet-fragment01_36_48,0
fet-fragment01_36_50,9
fet-fragment01_36_55,4
fet-fragment01_37_5,3
fet-fragment01_37_8,2
fet-fragment01_37_11,6
fet-fragment01_37_12,9
fet-fragment01_37_14,9
fet-fragment01_37_16,3
fet-fragment01_37_17,5
fet-fragment01_37_19,1
fet-fragment01_37_21,9
fet-fragment01_37_24,1
fet-fragment01_37_25,1
fet-fragment01_37_28,3
fet-fragment01_37_32,4
fet-fragment01_37_33,2
fet-fragment01_38_2,9
fet-fragment01_38_6,4
fet-fragment01_38_7,6
fet-fragment01_39_2,9
fet-fragment01_39_5,9
fet-fragment01_40_2,6
fet-fragment01_40_6,8
fet-fragment01_40_8,9
fet-fragment01_40_11,7
fet-fragment01_40_12,0
fet-fragment01_40_14,6
fet-fragment01_40_16,4
fet-fragment01_40_19,2
fet-fragment01_40_23,3
fet-fragment01_40_24,4
fet-fragment01_41_3,1
fet-fragment01_41_6,4
fet-fragment01_41_7,7
fet-fragment01_41_10,4
fet-fragment01_41_12,3
fet-fragment01_41_13,4
fet-fragment01_41_19,2
fet-fragment01_42_5,4
fet-fragment01_42_10,8
fet-fragment01_42_11,0
fet-fragment01_42_13,5
fet-fragment01_42_16,7
fet-fragment01_42_18,2
fet-fragment01_42_21,4
fet-fragment01_42_24,3
fet-fragment01_42_25,5
fet-fragment01_42_35,0
fet-fragment01_42_39,9
fet-fragment01_42_41,7
fet-fragment01_43_3,8
fet-fragment01_43_5,0
fet-fragment01_43_7,0
fet-fragment01_43_10,5
fet-fragment01_43_13,0
fet-fragment01_44_2,6
fet-fragment01_45_2,1
fet-fragment01_45_3,6
fet-fragment01_45_5,4
fet-fragment01_46_2,0
fet-fragment01_46_4,7
fet-fragment01_46_6,9
fet-fragment01_46_8,8
fet-fragment01_46_9,6
fet-fragment01_46_10,5
fet-fragment01_46_13,3
fet-fragment01_47_2,7
fet-fragment01_47_4,5
fet-fragment01_47_7,8
fet-fragment01_47_8,0
fet-fragment01_47_10,7
fet-fragment01_47_12,0
fet-fragment01_48_2,8
fet-fragment01_48_4,0
fet-fragment01_48_6,0
fet-fragment01_48_9,9
fet-fragment01_48_10,0
fet-fragment01_48_11,3
fet-fragment01_49_2,1
fet-fragment01_49_3,3
fet-fragment01_49_5,5
fet-fragment01_49_9,3
fet-fragment01_49_10,7
fet-fragment01_50_1,2
fet-fragment01_50_2,5
fet-fragment01_50_6,0
fet-fragment01_50_8,2
fet-fragment01_50_10,8
fet-fragment01_50_11,8
fet-fragment01_50_12,8
fet-fragment01_50_15,8
fet-fragment01_50_16,8
fet-fragment01_50_19,6
fet-fragment01_50_20,3
fet-fragment01_50_23,7
fet-fragment01_50_24,1
fet-fragment01_50_25,6
fet-fragment01_51_2,7
fet-fragment01_51_3,4
fet-fragment01_51_4,2
fet-fragment01_51_6,6
fet-fragment01_51_8,9
fet-fragment01_51_10,7
fet-fragment01_51_12,1
fet-fragment01_51_17,0
fet-fragment01_51_20,0
fet-fragment01_51_23,8
fet-fragment01_51_27,5
fet-fragment01_51_31,0
fet-fragment01_51_32,8
fet-fragment01_51_34,7
fet-fragment01_51_36,8
fet-fragment01_51_37,8
fet-fragment01_51_40,1
fet-fragment01_51_42,5
fet-fragment01_51_45,6
fet-fragment01_52_1,6
fet-fragment01_52_4,1
fet-fragment01_52_6,0
fet-fragment01_52_8,6
fet-fragment01_52_9,0
fet-fragment01_52_12,7
fet-fragment01_52_14,1
fet-fragment01_52_16,2
fet-fragment01_52_17,1
fet-fragment01_52_18,0
fet-fragment01_52_22,2
fet-fragment01_52_27,2
fet-fragment01_52_28,0
fet-fragment01_53_2,2
fet-fragment01_53_3,4
fet-fragment01_53_5,1
fet-fragment01_53_6,9
fet-fragment01_53_8,5
fet-fragment01_53_11,2
fet-fragment01_53_12,7
fet-fragment01_54_2,1
fet-fragment01_54_3,8
fet-fragment01_54_5,0
fet-fragment01_54_8,9
fet-fragment01_54_9,2
fet-fragment01_54_10,5
fet-fragment01_54_11,3
fet-fragment01_55_1,3
fet-fragment01_55_2,6
fet-fragment01_55_3,1
fet-fragment01_55_6,1
fet-fragment01_55_9,2
fet-fragment01_55_12,3
fet-fragment01_55_15,9
fet-fragment01_55_17,9
fet-fragment01_55_18,7
fet-fragment01_55_20,5
fet-fragment01_55_24,6
fet-fragment01_55_25,7
fet-fragment01_56_1,5
fet-fragment01_56_2,4
fet-fragment01_56_3,0
fet-fragment01_56_5,0
fet-fragment01_56_8,8
fet-fragment01_56_10,2
fet-fragment01_56_12,7
fet-fragment01_57_1,4
fet-fragment01_57_2,0
fet-fragment01_57_4,0
fet-fragment01_57_6,5
fet-fragment01_57_8,6
fet-fragment01_58_2,3
fet-fragment01_58_4,6
fet-fragment01_58_5,9
fet-fragment01_59_2,9
fet-fragment01_59_4,0
fet-fragment01_59_5,2
fet-fragment01_59_10,6
fet-fragment01_59_11,7
fet-fragment01_60_2,5
fet-fragment01_60_3,4
fet-fragment01_60_5,3
fet-fragment01_60_8,4
fet-fragment01_60_9,3
fet-fragment01_60_11,3
fet-fragment01_60_12,9
fet-fragment01_60_13,8
fet-fragment01_60_15,9
fet-fragment01_60_18,7
fet-fragment01_61_4,1
fet-fragment01_61_8,7
fet-fragment01_61_9,2
fet-fragment01_61_10,4
fet-fragment01_61_17,5
fet-fragment01_61_20,3
fet-fragment01_62_1,4
fet-fragment01_62_2,3
fet-fragment01_62_3,8
fet-fragment01_62_6,7
fet-fragment01_62_8,1
fet-fragment01_62_9,2
fet-fragment01_62_12,5
fet-fragment01_62_13,5
fet-fragment01_62_15,2
fet-fragment01_62_16,5
fet-fragment01_63_2,8
fet-fragment01_63_4,6
fet-fragment01_63_6,9
fet-fragment01_63_10,1
fet-fragment01_63_11,0
fet-fragment01_63_12,2
fet-fragment01_63_14,8
fet-fragment01_63_16,4
fet-fragment01_64_3,6
fet-fragment01_64_7,1
fet-fragment01_64_9,1
fet-fragment01_64_11,0
fet-fragment01_64_13,3
fet-fragment01_64_14,2
fet-fragment01_64_18,7
fet-fragment01_64_21,8
fet-fragment01_64_24,3
fet-fragment01_65_2,3
fet-fragment01_65_3,0
fet-fragment01_65_5,2
fet-fragment01_65_9,1
fet-fragment01_66_3,6
fet-fragment01_66_5,2
fet-fragment01_66_7,1
fet-fragment01_66_8,9
fet-fragment01_66_12,3
fet-fragment01_66_13,4
fet-fragment01_66_14,9
fet-fragment01_66_15,1
fet-fragment01_66_18,0
fet-fragment01_66_19,2
fet-fragment01_67_5,4
fet-fragment01_67_9,8
fet-fragment01_67_14,3
fet-fragment01_67_16,9
fet-fragment01_67_17,8
fet-fragment01_67_19,7
fet-fragment01_67_21,5
fet-fragment01_67_22,6
fet-fragment01_68_2,9
fet-fragment01_68_3,9
fet-fragment01_68_4,5
fet-fragment01_68_6,3
fet-fragment01_69_3,7
fet-fragment01_69_4,7
fet-fragment01_69_5,1
fet-fragment01_69_6,8
fet-fragment01_69_7,3
fet-fragment01_69_9,3
fet-fragment01_69_12,9
fet-fragment01_69_13,9
fet-fragment01_69_16,0
fet-fragment01_69_17,3
fet-fragment01_69_20,9
fet-fragment01_69_21,6
fet-fragment01_70_2,6
fet-fragment01_70_3,3
fet-fragment01_70_7,0
fet-fragment01_70_14,2
fet-fragment01_71_2,3
fet-fragment01_71_4,3
fet-fragment01_71_7,6
fet-fragment01_71_8,1
fet-fragment01_71_11,9
fet-fragment01_71_14,6
fet-fragment01_71_18,1
fet-fragment01_71_21,7
fet-fragment01_71_22,9
fet-fragment01_71_24,6
fet-fragment01_72_2,0
fet-fragment01_72_8,7
fet-fragment01_73_5,0
fet-fragment01_73_7,8
fet-fragment01_73_10,5
fet-fragment01_73_12,4
fet-fragment01_73_14,4
fet-fragment01_73_17,9
fet-fragment01_73_18,8
fet-fragment01_73_19,1
fet-fragment01_74_3,4
fet-fragment01_74_4,5
fet-fragment01_74_7,7
fet-fragment01_74_10,2
fet-fragment01_74_11,2
fet-fragment01_74_13,4
fet-fragment01_74_15,5
fet-fragment01_74_16,7
fet-fragment01_74_19,7
fet-fragment01_74_21,8
fet-fragment01_74_22,2
fet-fragment01_74_25,0
fet-fragment01_74_28,1
fet-fragment01_74_31,4
fet-fragment01_74_32,8
fet-fragment01_74_33,2
fet-fragment01_74_34,2
fet-fragment01_74_35,5
fet-fragment01_74_37,2
fet-fragment01_74_38,0
fet-fragment01_74_39,3
fet-fragment01_75_2,7
fet-fragment01_75_3,2
fet-fragment01_75_5,7
fet-fragment01_75_9,7
fet-fragment01_75_12,6
fet-fragment01_76_1,4
fet-fragment01_76_2,4
fet-fragment01_76_4,0
fet-fragment01_76_7,4
fet-fragment01_76_10,7
fet-fragment01_76_13,0
fet-fragment01_76_18,2
fet-fragment01_77_3,0
fet-fragment01_77_6,2
fet-fragment01_77_10,1
fet-fragment01_77_12,5
fet-fragment01_77_13,3
fet-fragment01_77_14,9
fet-fragment01_77_15,2
fet-fragment01_77_17,6
fet-fragment01_78_3,6
fet-fragment01_78_6,8
fet-fragment01_78_10,4
fet-fragment01_78_12,4
fet-fragment01_79_3,2
fet-fragment01_79_5,6
fet-fragment01_79_7,5
fet-fragment01_79_8,6
fet-fragment01_79_11,1
fet-fragment01_79_13,9
fet-fragment01_79_15,0
fet-fragment01_79_17,3
fet-fragment01_80_3,1
fet-fragment01_80_5,1
fet-fragment01_80_6,6
fet-fragment01_80_9,8
fet-fragment01_80_12,2
fet-fragment01_80_13,4
fet-fragment01_80_18,0
fet-fragment01_80_19,2
fet-fragment01_80_23,1
fet-fragment01_81_2,1
fet-fragment01_81_6,2
fet-fragment01_81_8,2
fet-fragment01_82_4,3
fet-fragment01_82_6,8
fet-fragment01_82_8,2
fet-fragment01_82_10,4
fet-fragment01_82_14,2
fet-fragment01_82_16,8
fet-fragment01_82_18,8
fet-fragment01_82_20,4
fet-fragment01_82_21,0
fet-fragment01_82_23,0
fet-fragment01_82_24,7
fet-fragment01_82_27,3
fet-fragment01_82_32,4
fet-fragment01_82_33,6
fet-fragment01_82_35,2
fet-fragment01_82_36,1
fet-fragment01_82_37,0
fet-fragment01_82_39,6
fet-fragment01_82_40,8
fet-fragment01_82_42,5
fet-fragment01_82_43,5
fet-fragment01_83_3,3
fet-fragment01_83_5,7
fet-fragment01_83_6,8
fet-fragment01_83_11,3
fet-fragment01_83_12,7
fet-fragment01_83_14,4
fet-fragment01_83_15,6
fet-fragment01_83_17,0
fet-fragment01_83_18,8
fet-fragment01_83_23,4
fet-fragment01_83_24,9
fet-fragment01_83_25,9
fet-fragment01_83_26,0
fet-fragment01_84_1,0
fet-fragment01_84_4,7
fet-fragment01_84_6,2
fet-fragment01_84_8,0
fet-fragment01_84_9,0
fet-fragment01_84_12,4
fet-fragment01_84_13,2
fet-fragment01_84_15,8
fet-fragment01_84_18,7
fet-fragment01_85_2,2
fet-fragment01_85_4,7
fet-fragment01_85_7,5
fet-fragment01_86_1,4
fet-fragment01_86_3,1
fet-fragment01_86_6,1
fet-fragment01_86_7,2
fet-fragment01_87_5,5
fet-fragment01_87_6,5
fet-fragment01_87_8,2
fet-fragment01_87_10,5
fet-fragment01_87_15,0
fet-fragment01_87_17,1
fet-fragment01_87_22,9
fet-fragment01_87_25,8
fet-fragment01_87_27,7
fet-fragment01_87_28,4
fet-fragment01_88_1,8
fet-fragment01_88_2,7
fet-fragment01_88_4,2
fet-fragment01_89_2,7
fet-fragment01_89_5,3
fet-fragment01_89_7,9
fet-fragment01_89_8,2
fet-fragment01_89_10,0
fet-fragment01_89_12,4
fet-fragment01_89_14,8
fet-fragment01_89_15,9
fet-fragment01_90_1,4
fet-fragment01_90_3,3
fet-fragment01_90_5,3
fet-fragment01_90_7,2
fet-fragment01_90_9,6
fet-fragment01_90_11,8
fet-fragment01_90_13,6
fet-fragment01_90_15,1
fet-fragment01_90_19,3
fet-fragment01_90_21,3
fet-fragment01_90_22,9
fet-fragment01_90_24,7
fet-fragment01_90_27,1
fet-fragment01_90_30,6
fet-fragment01_90_33,0
fet-fragment01_90_34,2
fet-fragment01_90_36,3
fet-fragment01_90_39,9
fet-fragment01_90_43,2
fet-fragment01_90_45,3
fet-fragment01_90_46,1
fet-fragment01_90_49,3
fet-fragment01_90_52,4
fet-fragment01_91_6,5
fet-fragment01_91_7,0
fet-fragment01_91_8,5
fet-fragment01_91_10,6
fet-fragment01_91_11,6
fet-fragment01_91_12,0
fet-fragment01_91_14,2
fet-fragment01_91_15,5
fet-fragment01_91_16,8
fet-fragment01_91_18,2
fet-fragment01_91_20,7
fet-fragment01_91_21,7
fet-fragment01_91_22,7
fet-fragment01_91_24,3
fet-fragment01_91_30,9
fet-fragment01_91_32,8
fet-fragment01_91_35,5
fet-fragment01_91_37,8
fet-fragment01_91_40,5
fet-fragment01_91_43,8
fet-fragment01_91_44,3
fet-fragment01_91_46,9
fet-fragment01_91_49,1
fet-fragment01_92_3,2
fet-fragment01_92_6,0
fet-fragment01_92_10,9
fet-fragment01_92_13,7
fet-fragment01_92_14,3
fet-fragment01_92_15,5
fet-fragment01_92_22,0
fet-fragment01_92_24,1
fet-fragment01_93_2,3
fet-fragment01_93_3,5
fet-fragment01_93_4,9
fet-fragment01_93_8,6
fet-fragment01_93_11,1
fet-fragment01_93_14,4
fet-fragment01_93_16,4
fet-fragment01_93_20,1
fet-fragment01_93_22,8
fet-fragment01_93_23,0
fet-fragment01_94_1,4
fet-fragment01_94_3,7
fet-fragment01_94_5,6
fet-fragment01_94_6,9
fet-fragment01_94_8,5
fet-fragment01_95_2,2
fet-fragment01_95_5,1
fet-fragment01_96_2,7
fet-fragment01_96_5,6
fet-fragment01_97_2,1
fet-fragment01_97_4,8
fet-fragment01_97_5,2
fet-fragment01_98_3,4
fet-fragment01_98_6,1
fet-fragment01_99_1,4
fet-fragment01_99_2,4
fet-fragment01_99_4,3
fet-fragment01_99_5,1
fet-fragment01_99_7,7
fet-fragment01_99_8,6
fet-fragment01_99_10,2
fet-fragment01_99_13,2
fet-fragment01_99_14,5
fet-fragment01_99_15,3
fet-fragment01_99_16,8
fet-fragment01_99_22,8
fet-fragment01_99_23,1
fet-fragment01_100_2,9
fet-fragment01_100_5,0
fet-fragment01_100_6,3
fet-fragment01_100_8,0
fet-fragment01_100_9,0
fet-fragment01_100_12,0
fet-fragment01_100_14,4
fet-fragment01_100_15,4
fet-fragment01_100_19,4
fet-fragment01_100_20,2
fet-fragment01_100_21,7
fet-fragment01_100_23,3
fet-fragment01_100_24,3
fet-fragment01_100_27,0
fet-fragment01_100_32,0
fet-fragment01_100_34,4
fet-fragment01_100_35,9
fet-fragment01_101_3,4
fet-fragment01_102_3,2
fet-fragment01_103_4,3
fet-fragment01_103_6,1
fet-fragment01_103_7,7
fet-fragment01_103_12,1
fet-fragment01_103_15,6
fet-fragment01_103_16,1
fet-fragment01_103_17,9
fet-fragment01_103_19,5
fet-fragment01_103_22,6
fet-fragment01_103_24,5
fet-fragment01_103_26,0
fet-fragment01_104_5,9
fet-fragment01_104_7,7
fet-fragment01_104_8,9
fet-fragment01_109_3,4
fet-fragment01_109_5,5
fet-fragment01_110_8,7
fet-fragment01_111_2,6
fet-fragment01_111_4,0
fet-fragment01_112_6,2
fet-fragment01_112_7,4
fet-fragment01_112_11,0
fet-fragment01_112_12,8
fet-fragment01_112_15,5
fet-fragment01_112_17,6
fet-fragment01_112_23,4
fet-fragment01_112_28,4
fet-fragment01_112_29,1
fet-fragment01_112_34,1
fet-fragment01_112_36,5
fet-fragment01_112_38,4
fet-fragment01_112_43,9
fet-fragment01_112_44,9
fet-fragment01_113_4,7
fet-fragment01_115_6,2
fet-fragment01_116_4,7
fet-fragment01_116_5,6
fet-fragment01_116_9,3
fet-fragment01_117_4,5
fet-fragment01_117_5,7
fet-fragment01_117_9,9
fet-fragment01_117_10,0
fet-fragment01_117_13,5
fet-fragment01_118_2,7
fet-fragment01_118_3,1
fet-fragment01_118_4,5
fet-fragment01_119_2,2
fet-fragment01_119_5,4
fet-fragment01_119_8,6
fet-fragment01_119_9,6
fet-fragment01_120_2,0
fet-fragment01_120_4,3
fet-fragment01_120_9,9
fet-fragment01_120_10,7
fet-fragment01_121_1,9
fet-fragment01_121_4,2
fet-fragment01_122_2,4
fet-fragment01_122_5,5
fet-fragment01_122_6,3
fet-fragment01_122_9,9
fet-fragment01_122_11,7
fet-fragment01_122_12,3
fet-fragment01_122_14,1
fet-fragment01_122_16,4
fet-fragment01_122_21,2
fet-fragment01_122_24,2
fet-fragment01_122_26,5
fet-fragment01_123_2,7
fet-fragment01_123_3,6
fet-fragment01_123_4,6
fet-fragment01_123_7,9
fet-fragment01_123_9,6
fet-fragment01_123_11,4
fet-fragment01_123_15,7
fet-fragment01_123_16,6
fet-fragment01_123_19,1
fet-fragment01_123_25,6
fet-fragment01_123_27,1
fet-fragment01_123_28,5
fet-fragment01_123_29,7
fet-fragment01_123_33,8
fet-fragment01_123_35,6
fet-fragment01_123_36,1
fet-fragment01_123_39,7
fet-fragment01_124_2,2
fet-fragment01_124_6,5
fet-fragment01_124_9,8
fet-fragment01_124_12,0
fet-fragment01_125_2,6
fet-fragment01_125_3,8
fet-fragment01_125_5,3
fet-fragment01_125_8,2
fet-fragment01_125_9,1
fet-fragment01_125_11,0
fet-fragment01_125_15,3
fet-fragment01_125_16,2
fet-fragment01_126_1,1
fet-fragment01_126_2,6
fet-fragment01_126_6,7
fet-fragment01_126_10,0
fet-fragment01_126_13,3
fet-fragment01_126_15,5
fet-fragment01_126_16,0
fet-fragment01_126_20,9
fet-fragment01_127_1,1
fet-fragment01_127_2,8
fet-fragment01_127_4,9
fet-fragment01_127_7,4
fet-fragment01_127_8,5
fet-fragment01_127_11,7
fet-fragment01_127_13,1
fet-fragment01_127_14,7
fet-fragment01_128_2,9
fet-fragment01_128_3,0
fet-fragment01_128_4,9
fet-fragment01_128_7,4
fet-fragment01_128_9,7
fet-fragment01_128_11,3
fet-fragment01_128_14,0
fet-fragment01_128_16,1
fet-fragment01_128_17,1
fet-fragment01_129_4,9
fet-fragment01_129_7,2
fet-fragment01_129_8,4
fet-fragment01_130_2,4
fet-fragment01_130_5,5
fet-fragment01_130_8,1
fet-fragment01_131_1,3
fet-fragment01_131_2,4
fet-fragment01_132_3,9
fet-fragment01_132_4,7
fet-fragment01_133_2,2
fet-fragment01_133_5,8
fet-fragment01_133_7,0
fet-fragment01_133_8,0
fet-fragment01_134_2,5
fet-fragment01_135_1,9
fet-fragment01_135_2,0
fet-fragment01_135_3,7
fet-fragment01_136_4,2
fet-fragment01_136_7,6
fet-fragment01_137_1,6
fet-fragment01_137_4,8
fet-fragment01_137_7,9
fet-fragment01_138_7,1
fet-fragment01_138_8,2
fet-fragment01_138_10,6
fet-fragment01_138_12,0
fet-fragment01_138_13,6
fet-fragment01_138_15,4
fet-fragment01_138_16,2
fet-fragment01_138_17,7
fet-fragment01_139_2,5
fet-fragment01_140_1,4
fet-fragment01_140_2,7
fet-fragment01_140_3,4
fet-fragment01_141_3,3
fet-fragment01_141_4,1
fet-fragment01_142_3,5
fet-fragment01_143_1,2
fet-fragment01_143_2,0
fet-fragment01_143_4,0
fet-fragment01_143_5,2
fet-fragment01_143_6,2
fet-fragment01_143_10,7
fet-fragment01_143_13,0
fet-fragment01_143_16,0
fet-fragment01_143_17,8
fet-fragment01_144_2,8
fet-fragment01_144_4,4
fet-fragment01_144_5,2
fet-fragment01_144_7,6
fet-fragment01_144_8,5
fet-fragment01_144_10,7
fet-fragment01_144_11,9
fet-fragment01_144_13,3
fet-fragment01_144_14,7
fet-fragment01_144_15,2
fet-fragment01_144_16,4
fet-fragment01_145_3,7
fet-fragment01_145_7,9
fet-fragment01_145_9,6
fet-fragment01_145_11,0
fet-fragment01_146_2,0
fet-fragment01_146_3,1
fet-fragment01_146_5,5
fet-fragment01_146_7,7
fet-fragment01_146_11,8
fet-fragment01_146_14,1
fet-fragment01_146_17,1
fet-fragment01_146_20,5
fet-fragment01_146_22,3
fet-fragment01_146_25,5
fet-fragment01_146_27,1
fet-fragment01_146_28,2
fet-fragment01_146_33,3
fet-fragment01_146_34,2
fet-fragment01_146_35,0
fet-fragment01_146_38,9
fet-fragment01_146_39,3
fet-fragment01_146_42,5
fet-fragment01_146_43,2
fet-fragment01_146_45,8
fet-fragment01_146_47,3
fet-fragment01_146_50,4
fet-fragment01_146_51,9
fet-fragment01_146_52,2
fet-fragment01_146_53,5
fet-fragment01_146_56,5
fet-fragment01_146_57,2
fet-fragment01_147_2,5
fet-fragment01_147_4,2
fet-fragment01_147_6,5
fet-fragment01_147_7,1
fet-fragment01_147_11,7
fet-fragment01_147_12,2
fet-fragment01_147_13,6
fet-fragment01_147_15,6
